order_id,customer_id,product_id,store_id,employee_id,order_date,shipped_date,required_date,order_status,quantity
10074,1444,14203,1085,4484,2018-02-21,2021-11-01,2026-10-08,Completed,7
10075,2450,12605,970,2256,2019-09-30,2021-04-02,2025-11-20,Pending,4
10076,4388,16221,1342,1260,2017-01-07,2021-05-01,2025-10-24,Completed,1
10077,5525,15408,898,905,2017-09-18,2021-08-25,2022-08-26,Completed,10
10078,3638,17152,779,560,2019-06-04,2021-08-07,2026-12-07,Completed,5
10079,4670,12798,1126,2293,2016-08-22,2020-01-19,2023-09-27,Completed,5
10080,6190,6062,1562,636,2016-07-07,2021-10-10,2026-12-22,Completed,8
10081,3084,15501,1438,2167,2016-04-30,2020-12-06,2022-09-02,Completed,5
10082,4020,13939,1877,2896,2018-08-01,2020-07-18,2025-05-23,Completed,8
10083,4780,4633,1373,3735,2017-12-14,2020-01-12,2026-01-07,Completed,3
10084,3821,13460,882,1198,2019-02-15,2020-10-05,2024-06-07,Completed,8
10085,1574,7241,1704,1473,2016-07-13,2020-08-16,2022-09-28,Completed,5
10086,6055,18385,795,4438,2018-10-26,2020-06-01,2024-07-16,Completed,10
10087,3275,14196,1908,2158,2016-01-18,2021-05-20,2024-10-17,Completed,4
10088,6097,2457,1508,3158,2017-12-15,2021-10-05,2024-07-02,Completed,4
10089,6718,7832,1890,2652,2018-12-24,2020-12-31,2024-03-25,Completed,10
10090,5263,4622,1718,2174,2016-12-01,2021-08-15,2022-10-20,Completed,10
10091,2453,11261,1344,3706,2019-08-10,2021-09-28,2024-01-03,Completed,9
10092,5369,18519,1171,2771,2018-08-13,2020-07-29,2026-11-20,Completed,9
10093,5949,11279,906,1551,2017-03-09,2021-02-16,2024-07-28,Completed,4
10094,6669,12378,1202,2686,2018-11-11,2021-08-01,2022-04-04,Completed,3
10095,1779,14943,1280,740,2016-02-22,2020-07-03,2025-05-17,Completed,2
10096,1373,9567,1390,4551,2017-06-04,2021-07-14,2023-08-30,Completed,3
10097,1268,18610,1773,1321,2017-08-15,2020-01-25,2026-09-17,Completed,7
10098,1821,12083,1119,2888,2016-02-15,2021-08-27,2023-04-13,Completed,7
10099,4560,10156,856,4533,2016-07-09,2021-10-24,2024-06-09,Completed,7
10100,2555,14980,1822,2572,2019-01-25,2020-12-31,2024-01-09,Pending,7
10101,2134,15488,1535,1886,2016-08-20,2020-01-19,2025-04-17,Completed,3
10102,6584,12804,1000,4676,2018-07-28,2020-05-03,2024-07-06,Completed,7
10103,4574,17180,1947,4398,2017-04-24,2021-10-26,2025-11-20,Pending,8
10104,5435,5581,1181,1239,2017-05-17,2020-02-06,2022-12-17,Completed,9
10105,5458,12463,1879,3302,2018-06-05,2021-08-15,2024-09-01,Pending,6
10106,5622,3039,1366,2730,2016-08-16,2021-04-26,2026-03-23,Completed,2
10107,4232,3341,1961,655,2016-12-05,2021-03-11,2026-11-26,Completed,2
10108,1278,16648,841,4436,2018-11-22,2021-01-03,2026-08-01,Completed,1
10109,4828,12706,1591,2380,2018-11-01,2021-08-25,2022-06-25,Completed,7
10110,3964,3824,1329,649,2017-08-21,2020-03-21,2026-11-07,Completed,2
10111,3483,4594,1778,4400,2018-07-27,2021-11-22,2024-09-29,Completed,8
10112,6424,11780,889,2296,2019-06-27,2021-07-05,2024-10-24,Completed,9
10113,2680,8579,1881,4529,2016-05-27,2020-01-30,2024-12-22,Pending,2
10114,2885,2816,1648,3301,2017-12-14,2021-08-30,2022-09-21,Completed,6
10115,5937,11410,1156,2710,2016-11-10,2020-01-26,2022-11-13,Completed,5
10116,5151,17257,1103,4132,2016-10-05,2020-06-21,2026-05-30,Completed,9
10117,6453,17198,1515,512,2016-06-22,2020-05-06,2026-12-18,Completed,10
10118,4060,3931,1476,3540,2016-02-12,2021-06-16,2024-11-14,Completed,4
10119,1159,9086,1120,2104,2018-09-26,2021-10-05,2026-07-09,Completed,4
10120,4942,14882,1678,2899,2017-10-16,2021-03-04,2022-07-08,Completed,7
10121,2446,15281,1026,4553,2019-01-03,2021-08-19,2023-08-18,Completed,4
10122,2354,7096,1576,3871,2018-05-20,2020-05-04,2025-11-06,Completed,10
10123,5107,18119,1741,2273,2018-03-18,2020-01-31,2024-10-08,Completed,8
10124,4926,11752,892,2884,2016-06-05,2020-02-14,2023-12-15,Completed,7
10125,5363,16545,1989,3724,2017-12-26,2020-12-19,2024-12-22,Completed,9
10126,5307,15305,1382,2268,2018-03-20,2020-07-28,2026-06-20,Completed,2
10127,6229,10118,1191,625,2016-06-15,2020-02-25,2023-07-26,Completed,2
10128,3981,16249,1151,3204,2019-10-11,2020-05-25,2024-10-29,Completed,1
10129,4978,13236,1769,1718,2017-10-06,2020-10-26,2022-01-21,Completed,2
10130,2176,13277,1434,3442,2017-04-26,2020-02-03,2025-06-14,Completed,7
10131,1355,11320,1545,1116,2018-09-14,2021-06-01,2022-06-02,Completed,6
10132,1207,10116,1535,946,2018-01-31,2020-01-23,2026-12-04,Completed,6
10133,4195,14573,767,2028,2016-04-22,2021-11-23,2025-12-29,Pending,5
10134,3985,18145,1263,2862,2017-11-06,2021-09-12,2024-03-07,Completed,4
10135,3672,6288,1587,4092,2018-03-22,2021-08-23,2025-07-08,Completed,1
10136,4573,2383,1255,2012,2018-03-22,2020-01-03,2025-08-06,Completed,8
10137,4173,14158,1443,4170,2016-11-25,2021-01-27,2026-06-27,Completed,1
10138,3021,16738,781,3685,2019-01-09,2020-09-26,2023-07-03,Completed,2
10139,5990,3933,1953,1551,2016-02-05,2020-10-24,2024-02-09,Completed,1
10140,5146,5711,884,3176,2016-06-07,2020-11-27,2026-08-13,Completed,9
10141,3785,18279,1331,859,2018-10-09,2021-03-30,2026-12-29,Completed,10
10142,2147,9945,1591,2158,2019-01-25,2021-08-15,2026-05-17,Completed,4
10143,3066,14519,1424,2088,2018-08-01,2021-11-26,2022-08-29,Completed,9
10144,4177,6070,1375,3460,2017-07-12,2020-11-15,2022-03-26,Completed,1
10145,5480,16115,1490,3360,2019-11-28,2021-05-26,2024-01-09,Completed,10
10146,6326,13785,1850,3873,2017-11-08,2021-01-07,2024-03-11,Completed,5
10147,6240,6396,1986,3880,2016-03-04,2021-11-22,2024-06-23,Completed,6
10148,1921,18602,1431,506,2018-02-11,2020-08-16,2024-11-13,Completed,1
10149,6028,15011,2010,1915,2018-08-26,2021-07-12,2025-02-03,Completed,6
10150,4690,10921,1990,3402,2019-03-11,2020-08-25,2022-05-09,Completed,2
10151,4718,15840,1983,964,2016-01-20,2020-11-23,2024-11-18,Completed,6
10152,4343,8136,711,1513,2018-04-06,2021-02-04,2026-05-22,Completed,4
10153,5882,11549,1431,3660,2018-08-02,2021-12-05,2023-05-22,Pending,4
10154,5163,16451,1804,527,2019-09-03,2021-12-17,2023-03-31,Completed,5
10155,3571,2105,1139,3168,2018-09-28,2020-08-02,2025-03-16,Completed,2
10156,3113,4982,1305,4007,2019-09-26,2020-12-15,2026-10-21,Completed,5
10157,5976,7438,814,3789,2016-02-18,2021-09-06,2022-08-16,Completed,1
10158,6058,16876,740,2270,2017-12-08,2020-03-04,2022-05-27,Completed,8
10159,1275,16428,1740,790,2018-01-18,2021-06-15,2022-07-31,Pending,8
10160,4751,18210,1951,2251,2018-03-11,2021-10-06,2023-05-28,Pending,3
10161,5874,4587,1719,4586,2019-12-28,2020-12-17,2023-02-14,Pending,10
10162,1277,16069,829,770,2019-08-09,2020-08-27,2024-03-24,Pending,4
10163,4634,14058,802,3245,2017-12-14,2021-10-19,2022-01-27,Completed,3
10164,2962,9547,865,3769,2016-09-12,2021-06-30,2025-05-13,Pending,8
10165,3412,3796,1477,617,2019-12-24,2020-11-14,2023-04-08,Completed,7
10166,3318,11184,833,3538,2016-10-28,2020-02-29,2023-04-30,Completed,2
10167,2831,4409,1972,2512,2019-06-21,2021-02-03,2025-04-13,Completed,6
10168,3365,5586,1640,1112,2016-01-04,2021-11-22,2023-06-07,Completed,3
10169,1560,8652,842,3943,2018-10-06,2020-12-26,2025-10-27,Completed,8
10170,2254,8658,808,1136,2019-02-02,2021-04-05,2026-02-03,Completed,8
10171,4713,7458,1001,3852,2019-02-05,2021-11-21,2025-05-06,Completed,2
10172,6596,4722,1641,533,2019-04-29,2020-11-17,2022-02-10,Completed,6
10173,6380,10447,1661,1081,2019-01-25,2020-04-12,2026-08-15,Completed,5
10174,2242,11306,1851,1148,2019-11-05,2020-12-20,2026-04-03,Completed,3
10175,1286,14561,1808,2414,2019-12-04,2021-12-25,2026-09-16,Completed,9
10176,3067,4713,1784,2461,2019-01-31,2020-04-18,2026-10-15,Completed,10
10177,5735,11382,1074,2966,2017-04-05,2020-09-15,2026-07-03,Completed,6
10178,5512,5748,855,3273,2018-12-19,2021-04-21,2025-03-08,Completed,9
10179,5437,12559,1140,2780,2018-01-29,2021-11-16,2022-10-17,Completed,2
10180,4669,3020,1099,2919,2018-09-13,2021-09-26,2022-02-18,Completed,10
10181,3818,16786,1825,2886,2017-02-08,2021-05-09,2025-09-26,Completed,5
10182,4307,17936,1391,2790,2017-12-10,2021-03-20,2023-07-24,Completed,4
10183,3763,16435,1753,1571,2016-07-16,2020-11-16,2023-11-28,Completed,3
10184,3146,8188,1494,570,2016-09-09,2020-10-11,2022-04-02,Completed,8
10185,1400,12352,1451,1859,2018-03-24,2020-07-14,2022-05-15,Completed,1
10186,3748,4103,1522,1737,2016-11-02,2020-11-25,2026-03-04,Completed,6
10187,2603,15284,1789,623,2018-04-04,2021-05-09,2024-08-16,Completed,5
10188,4112,13078,1397,2100,2016-02-04,2020-01-21,2024-12-10,Completed,5
10189,4251,14230,1449,1233,2016-09-19,2021-03-23,2024-05-24,Completed,8
10190,1871,10639,824,3486,2017-11-26,2020-03-21,2023-03-08,Completed,5
10191,3908,18495,1449,4052,2019-08-15,2021-03-20,2024-11-26,Completed,3
10192,5642,7082,1042,1846,2016-02-09,2021-05-14,2022-10-10,Completed,9
10193,1011,11872,1273,1131,2017-06-18,2020-08-03,2025-12-06,Completed,5
10194,3539,6586,1173,1253,2018-11-07,2021-06-27,2026-02-05,Completed,9
10195,2213,15042,1636,4490,2019-02-26,2020-02-01,2025-12-28,Completed,6
10196,3474,3418,1657,502,2019-07-07,2021-05-15,2024-04-05,Completed,1
10197,4788,4903,1213,747,2016-04-21,2021-05-22,2023-06-09,Completed,9
10198,3271,12833,834,3371,2018-11-09,2020-07-05,2026-03-21,Completed,9
10199,3031,3347,1532,4231,2017-04-22,2021-05-10,2023-12-05,Completed,8
10200,3480,18661,1852,1128,2016-12-08,2020-09-26,2022-12-05,Completed,1
10201,2025,5900,1747,3115,2018-10-11,2020-03-14,2022-05-28,Completed,10
10202,1562,6683,1942,2801,2019-08-27,2020-01-19,2023-07-08,Completed,3
10203,5664,12835,1328,1663,2019-11-16,2020-11-24,2025-06-26,Completed,2
10204,4921,14716,1225,2681,2016-05-24,2020-12-12,2024-10-22,Completed,5
10205,1240,6619,1272,4615,2017-12-26,2020-01-23,2023-04-10,Completed,5
10206,1669,18337,1667,2131,2016-02-28,2021-02-10,2026-07-27,Completed,10
10207,4067,13903,1716,2032,2017-06-07,2021-04-04,2024-01-04,Completed,4
10208,3837,11022,1605,1325,2017-07-24,2021-05-24,2025-01-26,Completed,9
10209,6334,8113,1080,2357,2017-09-11,2021-06-12,2022-10-14,Completed,9
10210,3588,18107,731,4035,2017-11-13,2020-08-07,2025-08-27,Completed,2
10211,6017,9923,1272,2091,2019-09-22,2020-02-14,2022-08-16,Completed,5
10212,3733,17661,1547,3195,2018-01-02,2021-07-22,2023-08-24,Completed,7
10213,2377,17242,1941,2602,2017-11-07,2020-09-03,2022-09-11,Completed,8
10214,5306,10243,1324,1190,2016-10-07,2021-01-21,2023-08-11,Completed,8
10215,1676,7225,1716,4561,2017-05-24,2021-02-13,2024-01-24,Pending,3
10216,1767,6914,1114,1780,2017-12-30,2020-07-25,2026-11-11,Completed,9
10217,4828,14568,1240,3102,2017-09-23,2020-01-26,2025-05-16,Completed,3
10218,4446,10224,1222,3404,2018-12-27,2021-06-09,2022-05-16,Completed,1
10219,4481,11844,1941,1583,2017-04-29,2021-05-05,2025-09-05,Completed,5
10220,6042,10176,1473,579,2018-09-17,2020-02-22,2022-02-28,Completed,7
10221,1416,3526,1928,2536,2018-04-19,2020-07-18,2024-03-12,Completed,9
10222,3402,10609,1304,2810,2018-02-18,2021-09-13,2024-05-19,Pending,8
10223,3591,14034,1849,3358,2019-03-26,2020-07-20,2022-09-10,Completed,9
10224,1310,12624,1204,2869,2017-05-29,2021-09-29,2024-06-19,Completed,8
10225,3993,13801,1918,3301,2019-12-26,2021-02-24,2023-08-15,Pending,2
10226,5960,4674,1437,2936,2018-04-23,2021-04-23,2022-06-20,Completed,4
10227,1269,11289,1390,4219,2016-08-28,2021-12-14,2023-11-14,Completed,6
10228,2969,18098,1759,3086,2016-10-23,2020-01-27,2026-03-26,Completed,9
10229,3386,12635,1466,3018,2017-12-25,2020-03-02,2025-06-02,Completed,6
10230,4832,18399,857,3992,2016-02-02,2021-02-26,2025-03-06,Completed,6
10231,6385,4038,1192,1347,2016-10-13,2021-05-29,2024-05-25,Completed,5
10232,5755,13576,751,890,2019-12-12,2020-03-06,2023-04-25,Completed,6
10233,5152,10955,724,3451,2019-10-12,2021-04-03,2026-06-30,Completed,2
10234,1557,7078,1476,3726,2019-02-28,2021-04-03,2023-09-27,Completed,4
10235,2922,11233,714,1057,2019-01-01,2020-05-29,2023-08-29,Completed,6
10236,5224,13652,1482,1660,2016-06-08,2020-08-29,2026-02-04,Completed,6
10237,6466,12899,1391,2460,2017-07-31,2021-05-23,2022-11-09,Completed,7
10238,6001,9947,1865,761,2016-07-20,2020-07-08,2022-09-04,Completed,9
10239,1345,16863,1595,804,2018-04-08,2021-10-26,2023-10-21,Completed,6
10240,4767,12697,1886,3302,2016-08-07,2020-02-18,2026-11-09,Completed,5
10241,2596,14452,1875,2679,2019-07-06,2021-08-20,2024-12-20,Completed,4
10242,4300,7066,995,2738,2017-02-17,2020-08-10,2023-08-04,Completed,5
10243,5146,10643,1113,1039,2019-12-15,2021-08-22,2026-03-16,Completed,10
10244,3969,16431,1362,3626,2019-09-11,2021-04-16,2022-09-07,Completed,9
10245,4113,2465,892,2183,2017-06-16,2021-01-05,2024-04-24,Pending,6
10246,2673,6052,1590,1257,2018-10-15,2021-02-14,2023-08-21,Completed,5
10247,3419,6889,1959,2021,2018-01-03,2021-03-20,2024-03-25,Completed,10
10248,4419,6176,1718,4614,2018-11-29,2021-06-29,2024-04-21,Completed,6
10249,5807,12520,1850,3808,2016-05-30,2021-07-21,2025-07-04,Completed,10
10250,5340,17506,988,2020,2019-08-19,2020-10-23,2024-09-18,Completed,1
10251,3922,12715,1467,4283,2016-09-20,2021-01-21,2025-02-20,Completed,9
10252,3816,13716,1124,3053,2016-07-07,2020-11-07,2024-01-19,Completed,7
10253,2070,3903,1891,2262,2016-03-22,2021-11-30,2023-10-07,Completed,6
10254,3969,14673,1136,4261,2018-08-23,2020-03-06,2026-12-01,Completed,7
10255,2078,13941,1704,3760,2018-07-10,2020-04-29,2024-11-05,Completed,7
10256,4810,7094,1110,3397,2017-09-03,2020-05-12,2025-01-21,Completed,4
10257,3204,15604,846,679,2019-06-05,2020-03-17,2022-03-19,Completed,8
10258,2358,16164,1346,2262,2018-03-13,2021-12-16,2022-02-17,Completed,3
10259,5276,6821,1654,4298,2016-10-31,2020-10-01,2026-11-25,Pending,5
10260,2851,12212,1716,1772,2019-11-09,2020-11-16,2025-09-13,Completed,3
10261,6044,8551,1275,2721,2016-10-23,2020-12-02,2023-09-03,Completed,5
10262,4914,16309,1833,1001,2018-12-19,2021-03-05,2022-11-27,Completed,4
10263,3410,2602,759,4587,2018-04-16,2020-01-21,2025-10-09,Completed,3
10264,3982,5259,879,1291,2018-02-13,2021-07-19,2023-01-12,Completed,4
10265,1587,10624,1731,4083,2018-06-14,2021-12-20,2022-06-30,Completed,3
10266,3204,12146,1674,2680,2019-07-17,2021-05-09,2025-01-30,Completed,9
10267,1336,12812,1677,3494,2016-08-21,2021-07-05,2023-07-29,Completed,10
10268,3091,15283,1919,1699,2019-11-10,2021-07-07,2024-12-19,Completed,4
10269,3643,4104,1315,4020,2018-11-28,2021-06-29,2026-02-27,Completed,5
10270,1009,9861,1610,1220,2019-02-17,2020-07-08,2023-03-20,Completed,7
10271,2996,7447,1167,2113,2019-10-31,2020-11-29,2025-11-18,Completed,1
10272,4669,7713,862,3887,2018-01-08,2021-12-02,2022-07-26,Completed,1
10273,2322,5887,1058,1762,2018-03-19,2021-06-09,2026-07-18,Completed,8
10274,1452,16411,848,4428,2019-10-09,2021-05-30,2022-05-27,Completed,10
10275,2727,14361,1628,2604,2016-01-09,2021-02-24,2025-08-23,Completed,3
10276,2813,8648,1211,3176,2019-01-08,2021-01-07,2026-05-16,Completed,7
10277,1092,4882,2016,4360,2017-11-29,2020-12-22,2025-08-29,Completed,10
10278,4874,9922,1360,2731,2019-07-02,2021-10-05,2022-09-20,Completed,7
10279,5307,5165,1247,3413,2018-07-18,2021-07-05,2022-02-06,Completed,7
10280,3098,7166,1452,921,2016-05-05,2020-01-19,2025-01-09,Completed,3
10281,5530,7385,800,4532,2018-01-09,2021-03-03,2026-05-18,Completed,3
10282,3951,5125,1184,4122,2019-03-03,2021-05-16,2024-03-22,Completed,4
10283,6299,15380,799,3451,2016-03-26,2020-11-01,2023-12-05,Completed,5
10284,2404,17778,1094,2256,2017-07-27,2020-06-21,2022-04-20,Completed,1
10285,2943,12116,1765,3635,2019-05-20,2021-05-12,2023-02-19,Completed,7
10286,2861,18549,1590,3425,2017-07-11,2020-02-03,2022-12-19,Completed,7
10287,4091,16985,1192,4266,2017-01-19,2020-09-02,2025-01-25,Completed,1
10288,3295,6780,1229,1008,2018-09-29,2021-10-17,2024-12-09,Completed,6
10289,4230,14002,1901,2553,2018-09-29,2021-09-28,2026-02-27,Completed,1
10290,6298,8925,1583,1122,2016-06-19,2020-12-28,2022-04-21,Completed,3
10291,1489,5867,1874,3610,2018-07-19,2020-03-06,2026-05-19,Completed,2
10292,1843,7466,1983,2794,2017-05-20,2021-08-16,2026-11-11,Completed,3
10293,2984,11277,1202,2353,2016-05-09,2020-01-02,2024-09-24,Completed,8
10294,2699,6487,1950,993,2016-12-11,2021-06-17,2024-09-18,Completed,3
10295,3797,12170,1834,4653,2019-03-30,2021-11-05,2023-07-16,Completed,1
10296,5093,3885,1811,3580,2019-04-06,2020-07-11,2026-04-09,Pending,8
10297,1415,11502,957,1287,2017-11-15,2021-07-31,2025-02-21,Pending,2
10298,4948,12839,1284,3460,2017-11-30,2021-07-07,2025-07-27,Completed,9
10299,2510,6926,959,2876,2019-11-10,2020-11-16,2024-03-03,Completed,6
10300,5637,10748,778,4167,2019-03-19,2021-11-21,2025-12-28,Completed,3
10301,2664,3650,707,3901,2019-09-28,2021-03-04,2022-03-18,Completed,1
10302,2340,9966,1845,2537,2016-03-03,2021-07-04,2024-05-24,Completed,5
10303,4350,3271,1644,1445,2019-10-06,2021-12-23,2024-10-07,Pending,10
10304,5538,5531,1642,2930,2016-12-03,2020-09-28,2024-12-10,Pending,1
10305,6601,13484,1386,3943,2016-11-26,2021-04-09,2026-11-06,Completed,9
10306,3355,2876,1871,1489,2016-11-06,2020-12-16,2025-11-15,Completed,6
10307,1731,18182,1064,1426,2017-08-07,2021-04-15,2024-03-10,Completed,5
10308,1251,2745,1449,3475,2018-11-02,2021-07-11,2022-09-23,Completed,9
10309,6695,8610,846,3654,2019-07-05,2021-02-16,2025-02-22,Completed,6
10310,6605,12619,1098,3644,2018-04-03,2020-09-16,2025-03-11,Completed,5
10311,6104,14339,1524,2048,2017-05-02,2021-10-11,2022-01-27,Completed,5
10312,6284,4108,785,3076,2017-11-02,2021-10-07,2024-03-13,Completed,6
10313,4107,9577,1591,4167,2018-07-24,2020-06-08,2024-12-29,Completed,6
10314,2224,4269,1428,3780,2018-08-03,2021-05-31,2026-10-01,Completed,5
10315,4559,8995,1330,2327,2018-05-05,2020-05-10,2023-06-02,Completed,5
10316,1175,8807,1291,4159,2019-06-10,2021-01-16,2024-08-16,Pending,2
10317,5820,7470,1310,2599,2019-04-18,2021-04-26,2025-07-31,Completed,8
10318,3519,3179,894,1657,2018-07-18,2021-01-11,2024-11-25,Completed,1
10319,4909,14439,1960,3096,2019-09-29,2021-04-08,2023-08-09,Completed,9
10320,4262,17231,1854,3723,2016-10-15,2020-09-03,2026-08-27,Completed,9
10321,5153,11739,1088,741,2019-05-14,2020-08-12,2023-06-15,Completed,10
10322,3963,12723,1425,3275,2018-09-06,2021-08-01,2024-08-07,Pending,8
10323,4471,17307,737,4180,2018-12-05,2020-04-06,2022-04-14,Completed,2
10324,5795,15463,1765,4441,2018-10-28,2021-03-29,2022-05-20,Completed,8
10325,6453,2584,1516,3571,2018-11-27,2020-07-08,2024-11-20,Completed,5
10326,2794,12859,1093,3637,2018-12-09,2021-12-20,2023-01-02,Completed,7
10327,6657,16931,1587,3395,2017-09-20,2021-04-23,2023-02-12,Pending,10
10328,6456,6317,1892,754,2018-03-07,2020-04-11,2025-09-22,Completed,7
10329,1564,4506,1662,2571,2019-08-25,2020-02-25,2026-11-19,Completed,6
10330,1915,9144,1300,2903,2019-06-04,2021-07-21,2023-12-01,Completed,2
10331,2377,9035,767,3484,2019-09-17,2020-04-16,2024-06-08,Completed,5
10332,1640,7771,1774,3412,2016-05-02,2021-03-31,2026-12-29,Completed,4
